timestamp,price
2025-07-05T00:01:00Z,103.00
2025-07-05T00:01:01Z,103.05
2025-07-05T00:01:02Z,103.10
2025-07-05T00:01:03Z,103.15
2025-07-05T00:01:04Z,103.20
2025-07-05T00:01:05Z,103.25
2025-07-05T00:01:06Z,103.30
2025-07-05T00:01:07Z,103.35
2025-07-05T00:01:08Z,103.40
2025-07-05T00:01:09Z,103.45
2025-07-05T00:01:10Z,103.50
2025-07-05T00:01:11Z,103.55
2025-07-05T00:01:12Z,103.60
2025-07-05T00:01:13Z,103.65
2025-07-05T00:01:14Z,103.70
2025-07-05T00:01:15Z,103.75
2025-07-05T00:01:16Z,103.80
2025-07-05T00:01:17Z,103.85
2025-07-05T00:01:18Z,103.90
2025-07-05T00:01:19Z,103.95
2025-07-05T00:01:20Z,104.00
2025-07-05T00:01:21Z,104.05
2025-07-05T00:01:22Z,104.10
2025-07-05T00:01:23Z,104.15
2025-07-05T00:01:24Z,104.20
2025-07-05T00:01:25Z,104.25
2025-07-05T00:01:26Z,104.30
2025-07-05T00:01:27Z,104.35
2025-07-05T00:01:28Z,104.40
2025-07-05T00:01:29Z,104.45
2025-07-05T00:01:30Z,104.50
2025-07-05T00:01:31Z,104.55
2025-07-05T00:01:32Z,104.60
2025-07-05T00:01:33Z,104.65
2025-07-05T00:01:34Z,104.70
2025-07-05T00:01:35Z,104.75
2025-07-05T00:01:36Z,104.80
2025-07-05T00:01:37Z,104.85
2025-07-05T00:01:38Z,104.90
2025-07-05T00:01:39Z,104.95
2025-07-05T00:01:40Z,105.00
2025-07-05T00:01:41Z,105.05
2025-07-05T00:01:42Z,105.10
2025-07-05T00:01:43Z,105.15
2025-07-05T00:01:44Z,105.20
2025-07-05T00:01:45Z,105.25
2025-07-05T00:01:46Z,105.30
2025-07-05T00:01:47Z,105.35
2025-07-05T00:01:48Z,105.40
2025-07-05T00:01:49Z,105.45
2025-07-05T00:01:50Z,105.50
2025-07-05T00:01:51Z,105.55
2025-07-05T00:01:52Z,105.60
2025-07-05T00:01:53Z,105.65
2025-07-05T00:01:54Z,105.70
2025-07-05T00:01:55Z,105.75
2025-07-05T00:01:56Z,105.80
2025-07-05T00:01:57Z,105.85
2025-07-05T00:01:58Z,105.90
2025-07-05T00:01:59Z,105.95
2025-07-05T00:02:00Z,106.00
2025-07-05T00:02:01Z,106.05
2025-07-05T00:02:02Z,106.10
2025-07-05T00:02:03Z,106.15
2025-07-05T00:02:04Z,106.20
2025-07-05T00:02:05Z,106.25
2025-07-05T00:02:06Z,106.30
2025-07-05T00:02:07Z,106.35
2025-07-05T00:02:08Z,106.40
2025-07-05T00:02:09Z,106.45
2025-07-05T00:02:10Z,106.50
2025-07-05T00:02:11Z,106.55
2025-07-05T00:02:12Z,106.60
2025-07-05T00:02:13Z,106.65
2025-07-05T00:02:14Z,106.70
2025-07-05T00:02:15Z,106.75
2025-07-05T00:02:16Z,106.80
2025-07-05T00:02:17Z,106.85
2025-07-05T00:02:18Z,106.90
2025-07-05T00:02:19Z,106.95
2025-07-05T00:02:20Z,107.00
2025-07-05T00:02:21Z,107.05
2025-07-05T00:02:22Z,107.10
2025-07-05T00:02:23Z,107.15
2025-07-05T00:02:24Z,107.20
2025-07-05T00:02:25Z,107.25
2025-07-05T00:02:26Z,107.30
2025-07-05T00:02:27Z,107.35
2025-07-05T00:02:28Z,107.40
2025-07-05T00:02:29Z,107.45
2025-07-05T00:02:30Z,107.50
2025-07-05T00:02:31Z,107.55
2025-07-05T00:02:32Z,107.60
2025-07-05T00:02:33Z,107.65
2025-07-05T00:02:34Z,107.70
2025-07-05T00:02:35Z,107.75
2025-07-05T00:02:36Z,107.80
2025-07-05T00:02:37Z,107.85
2025-07-05T00:02:38Z,107.90
2025-07-05T00:02:39Z,107.95
2025-07-05T00:02:40Z,108.00
2025-07-05T00:02:41Z,108.05
2025-07-05T00:02:42Z,108.10
2025-07-05T00:02:43Z,108.15
2025-07-05T00:02:44Z,108.20
2025-07-05T00:02:45Z,108.25
2025-07-05T00:02:46Z,108.30
2025-07-05T00:02:47Z,108.35
2025-07-05T00:02:48Z,108.40
2025-07-05T00:02:49Z,108.45
2025-07-05T00:02:50Z,108.50
2025-07-05T00:02:51Z,108.55
2025-07-05T00:02:52Z,108.60
2025-07-05T00:02:53Z,108.65
2025-07-05T00:02:54Z,108.70
2025-07-05T00:02:55Z,108.75
2025-07-05T00:02:56Z,108.80
2025-07-05T00:02:57Z,108.85
2025-07-05T00:02:58Z,108.90
2025-07-05T00:02:59Z,108.95
2025-07-05T00:03:00Z,109.00
2025-07-05T00:03:01Z,109.05
2025-07-05T00:03:02Z,109.10
2025-07-05T00:03:03Z,109.15
2025-07-05T00:03:04Z,109.20
2025-07-05T00:03:05Z,109.25
2025-07-05T00:03:06Z,109.30
2025-07-05T00:03:07Z,109.35
2025-07-05T00:03:08Z,109.40
2025-07-05T00:03:09Z,109.45
2025-07-05T00:03:10Z,109.50
2025-07-05T00:03:11Z,109.55
2025-07-05T00:03:12Z,109.60
2025-07-05T00:03:13Z,109.65
2025-07-05T00:03:14Z,109.70
2025-07-05T00:03:15Z,109.75
2025-07-05T00:03:16Z,109.80
2025-07-05T00:03:17Z,109.85
2025-07-05T00:03:18Z,109.90
2025-07-05T00:03:19Z,109.95
2025-07-05T00:03:20Z,110.00
2025-07-05T00:03:21Z,110.05
2025-07-05T00:03:22Z,110.10
2025-07-05T00:03:23Z,110.15
2025-07-05T00:03:24Z,110.20
2025-07-05T00:03:25Z,110.25
2025-07-05T00:03:26Z,110.30
2025-07-05T00:03:27Z,110.35
2025-07-05T00:03:28Z,110.40
2025-07-05T00:03:29Z,110.45
2025-07-05T00:03:30Z,110.50
2025-07-05T00:03:31Z,110.55
2025-07-05T00:03:32Z,110.60
2025-07-05T00:03:33Z,110.65
2025-07-05T00:03:34Z,110.70
2025-07-05T00:03:35Z,110.75
2025-07-05T00:03:36Z,110.80
2025-07-05T00:03:37Z,110.85
2025-07-05T00:03:38Z,110.90
2025-07-05T00:03:39Z,110.95
2025-07-05T00:03:40Z,111.00
2025-07-05T00:03:41Z,111.05
2025-07-05T00:03:42Z,111.10
2025-07-05T00:03:43Z,111.15
2025-07-05T00:03:44Z,111.20
2025-07-05T00:03:45Z,111.25
2025-07-05T00:03:46Z,111.30
2025-07-05T00:03:47Z,111.35
2025-07-05T00:03:48Z,111.40
2025-07-05T00:03:49Z,111.45
2025-07-05T00:03:50Z,111.50
2025-07-05T00:03:51Z,111.55
2025-07-05T00:03:52Z,111.60
2025-07-05T00:03:53Z,111.65
2025-07-05T00:03:54Z,111.70
2025-07-05T00:03:55Z,111.75
2025-07-05T00:03:56Z,111.80
2025-07-05T00:03:57Z,111.85
2025-07-05T00:03:58Z,111.90
2025-07-05T00:03:59Z,111.95
2025-07-05T00:04:00Z,112.00
2025-07-05T00:04:01Z,112.05
2025-07-05T00:04:02Z,112.10
2025-07-05T00:04:03Z,112.15
2025-07-05T00:04:04Z,112.20
2025-07-05T00:04:05Z,112.25
2025-07-05T00:04:06Z,112.30
2025-07-05T00:04:07Z,112.35
2025-07-05T00:04:08Z,112.40
2025-07-05T00:04:09Z,112.45
2025-07-05T00:04:10Z,112.50
2025-07-05T00:04:11Z,112.55
2025-07-05T00:04:12Z,112.60
2025-07-05T00:04:13Z,112.65
2025-07-05T00:04:14Z,112.70
2025-07-05T00:04:15Z,112.75
2025-07-05T00:04:16Z,112.80
2025-07-05T00:04:17Z,112.85
2025-07-05T00:04:18Z,112.90
2025-07-05T00:04:19Z,112.95
2025-07-05T00:04:20Z,113.00
2025-07-05T00:04:21Z,113.05
2025-07-05T00:04:22Z,113.10
2025-07-05T00:04:23Z,113.15
2025-07-05T00:04:24Z,113.20
2025-07-05T00:04:25Z,113.25
2025-07-05T00:04:26Z,113.30
2025-07-05T00:04:27Z,113.35
2025-07-05T00:04:28Z,113.40
2025-07-05T00:04:29Z,113.45
2025-07-05T00:04:30Z,113.50
2025-07-05T00:04:31Z,113.55
2025-07-05T00:04:32Z,113.60
2025-07-05T00:04:33Z,113.65
2025-07-05T00:04:34Z,113.70
2025-07-05T00:04:35Z,113.75
2025-07-05T00:04:36Z,113.80
2025-07-05T00:04:37Z,113.85
2025-07-05T00:04:38Z,113.90
2025-07-05T00:04:39Z,113.95
2025-07-05T00:04:40Z,114.00
2025-07-05T00:04:41Z,114.05
2025-07-05T00:04:42Z,114.10
2025-07-05T00:04:43Z,114.15
2025-07-05T00:04:44Z,114.20
2025-07-05T00:04:45Z,114.25
2025-07-05T00:04:46Z,114.30
2025-07-05T00:04:47Z,114.35
2025-07-05T00:04:48Z,114.40
2025-07-05T00:04:49Z,114.45
2025-07-05T00:04:50Z,114.50
2025-07-05T00:04:51Z,114.55
2025-07-05T00:04:52Z,114.60
2025-07-05T00:04:53Z,114.65
2025-07-05T00:04:54Z,114.70
2025-07-05T00:04:55Z,114.75
2025-07-05T00:04:56Z,114.80
2025-07-05T00:04:57Z,114.85
2025-07-05T00:04:58Z,114.90
2025-07-05T00:04:59Z,114.95
2025-07-05T00:05:00Z,115.00
2025-07-05T00:05:01Z,115.05
2025-07-05T00:05:02Z,115.10
2025-07-05T00:05:03Z,115.15
2025-07-05T00:05:04Z,115.20
2025-07-05T00:05:05Z,115.25
2025-07-05T00:05:06Z,115.30
2025-07-05T00:05:07Z,115.35
2025-07-05T00:05:08Z,115.40
2025-07-05T00:05:09Z,115.45
2025-07-05T00:05:10Z,115.50
2025-07-05T00:05:11Z,115.55
2025-07-05T00:05:12Z,115.60
2025-07-05T00:05:13Z,115.65
2025-07-05T00:05:14Z,115.70
2025-07-05T00:05:15Z,115.75
2025-07-05T00:05:16Z,115.80
2025-07-05T00:05:17Z,115.85
2025-07-05T00:05:18Z,115.90
2025-07-05T00:05:19Z,115.95
2025-07-05T00:05:20Z,116.00
2025-07-05T00:05:21Z,116.05
2025-07-05T00:05:22Z,116.10
2025-07-05T00:05:23Z,116.15
2025-07-05T00:05:24Z,116.20
2025-07-05T00:05:25Z,116.25
2025-07-05T00:05:26Z,116.30
2025-07-05T00:05:27Z,116.35
2025-07-05T00:05:28Z,116.40
2025-07-05T00:05:29Z,116.45
2025-07-05T00:05:30Z,116.50
2025-07-05T00:05:31Z,116.55
2025-07-05T00:05:32Z,116.60
2025-07-05T00:05:33Z,116.65
2025-07-05T00:05:34Z,116.70
2025-07-05T00:05:35Z,116.75
2025-07-05T00:05:36Z,116.80
2025-07-05T00:05:37Z,116.85
2025-07-05T00:05:38Z,116.90
2025-07-05T00:05:39Z,116.95
2025-07-05T00:05:40Z,117.00
2025-07-05T00:05:41Z,117.05
2025-07-05T00:05:42Z,117.10
2025-07-05T00:05:43Z,117.15
2025-07-05T00:05:44Z,117.20
2025-07-05T00:05:45Z,117.25
2025-07-05T00:05:46Z,117.30
2025-07-05T00:05:47Z,117.35
2025-07-05T00:05:48Z,117.40
2025-07-05T00:05:49Z,117.45
2025-07-05T00:05:50Z,117.50
2025-07-05T00:05:51Z,117.55
2025-07-05T00:05:52Z,117.60
2025-07-05T00:05:53Z,117.65
2025-07-05T00:05:54Z,117.70
2025-07-05T00:05:55Z,117.75
2025-07-05T00:05:56Z,117.80
2025-07-05T00:05:57Z,117.85
2025-07-05T00:05:58Z,117.90
2025-07-05T00:05:59Z,117.95
2025-07-05T00:06:00Z,118.00
2025-07-05T00:06:01Z,118.05
2025-07-05T00:06:02Z,118.10
2025-07-05T00:06:03Z,118.15
2025-07-05T00:06:04Z,118.20
2025-07-05T00:06:05Z,118.25
2025-07-05T00:06:06Z,118.30
2025-07-05T00:06:07Z,118.35
2025-07-05T00:06:08Z,118.40
2025-07-05T00:06:09Z,118.45
2025-07-05T00:06:10Z,118.50
2025-07-05T00:06:11Z,118.55
2025-07-05T00:06:12Z,118.60
2025-07-05T00:06:13Z,118.65
2025-07-05T00:06:14Z,118.70
2025-07-05T00:06:15Z,118.75
2025-07-05T00:06:16Z,118.80
2025-07-05T00:06:17Z,118.85
2025-07-05T00:06:18Z,118.90
2025-07-05T00:06:19Z,118.95
2025-07-05T00:06:20Z,119.00
2025-07-05T00:06:21Z,119.05
2025-07-05T00:06:22Z,119.10
2025-07-05T00:06:23Z,119.15
2025-07-05T00:06:24Z,119.20
2025-07-05T00:06:25Z,119.25
2025-07-05T00:06:26Z,119.30
2025-07-05T00:06:27Z,119.35
2025-07-05T00:06:28Z,119.40
2025-07-05T00:06:29Z,119.45
2025-07-05T00:06:30Z,119.50
2025-07-05T00:06:31Z,119.55
2025-07-05T00:06:32Z,119.60
2025-07-05T00:06:33Z,119.65
2025-07-05T00:06:34Z,119.70
2025-07-05T00:06:35Z,119.75
2025-07-05T00:06:36Z,119.80
2025-07-05T00:06:37Z,119.85
2025-07-05T00:06:38Z,119.90
2025-07-05T00:06:39Z,119.95
2025-07-05T00:06:40Z,120.00
2025-07-05T00:06:41Z,120.05
2025-07-05T00:06:42Z,120.10
2025-07-05T00:06:43Z,120.15
2025-07-05T00:06:44Z,120.20
2025-07-05T00:06:45Z,120.25
2025-07-05T00:06:46Z,120.30
2025-07-05T00:06:47Z,120.35
2025-07-05T00:06:48Z,120.40
2025-07-05T00:06:49Z,120.45
2025-07-05T00:06:50Z,120.50
2025-07-05T00:06:51Z,120.55
2025-07-05T00:06:52Z,120.60
2025-07-05T00:06:53Z,120.65
2025-07-05T00:06:54Z,120.70
2025-07-05T00:06:55Z,120.75
2025-07-05T00:06:56Z,120.80
2025-07-05T00:06:57Z,120.85
2025-07-05T00:06:58Z,120.90
2025-07-05T00:06:59Z,120.95
2025-07-05T00:07:00Z,121.00
2025-07-05T00:07:01Z,121.05
2025-07-05T00:07:02Z,121.10
2025-07-05T00:07:03Z,121.15
2025-07-05T00:07:04Z,121.20
2025-07-05T00:07:05Z,121.25
2025-07-05T00:07:06Z,121.30
2025-07-05T00:07:07Z,121.35
2025-07-05T00:07:08Z,121.40
2025-07-05T00:07:09Z,121.45
2025-07-05T00:07:10Z,121.50
2025-07-05T00:07:11Z,121.55
2025-07-05T00:07:12Z,121.60
2025-07-05T00:07:13Z,121.65
2025-07-05T00:07:14Z,121.70
2025-07-05T00:07:15Z,121.75
2025-07-05T00:07:16Z,121.80
2025-07-05T00:07:17Z,121.85
2025-07-05T00:07:18Z,121.90
2025-07-05T00:07:19Z,121.95
2025-07-05T00:07:20Z,122.00
2025-07-05T00:07:21Z,122.05
2025-07-05T00:07:22Z,122.10
2025-07-05T00:07:23Z,122.15
2025-07-05T00:07:24Z,122.20
2025-07-05T00:07:25Z,122.25
2025-07-05T00:07:26Z,122.30
2025-07-05T00:07:27Z,122.35
2025-07-05T00:07:28Z,122.40
2025-07-05T00:07:29Z,122.45
2025-07-05T00:07:30Z,122.50
2025-07-05T00:07:31Z,122.55
2025-07-05T00:07:32Z,122.60
2025-07-05T00:07:33Z,122.65
2025-07-05T00:07:34Z,122.70
2025-07-05T00:07:35Z,122.75
2025-07-05T00:07:36Z,122.80
2025-07-05T00:07:37Z,122.85
2025-07-05T00:07:38Z,122.90
2025-07-05T00:07:39Z,122.95
2025-07-05T00:07:40Z,123.00
2025-07-05T00:07:41Z,123.05
2025-07-05T00:07:42Z,123.10
2025-07-05T00:07:43Z,123.15
2025-07-05T00:07:44Z,123.20
2025-07-05T00:07:45Z,123.25
2025-07-05T00:07:46Z,123.30
2025-07-05T00:07:47Z,123.35
2025-07-05T00:07:48Z,123.40
2025-07-05T00:07:49Z,123.45
2025-07-05T00:07:50Z,123.50
2025-07-05T00:07:51Z,123.55
2025-07-05T00:07:52Z,123.60
2025-07-05T00:07:53Z,123.65
2025-07-05T00:07:54Z,123.70
2025-07-05T00:07:55Z,123.75
2025-07-05T00:07:56Z,123.80
2025-07-05T00:07:57Z,123.85
2025-07-05T00:07:58Z,123.90
2025-07-05T00:07:59Z,123.95
2025-07-05T00:08:00Z,124.00
2025-07-05T00:08:01Z,124.05
2025-07-05T00:08:02Z,124.10
2025-07-05T00:08:03Z,124.15
2025-07-05T00:08:04Z,124.20
2025-07-05T00:08:05Z,124.25
2025-07-05T00:08:06Z,124.30
2025-07-05T00:08:07Z,124.35
2025-07-05T00:08:08Z,124.40
2025-07-05T00:08:09Z,124.45
2025-07-05T00:08:10Z,124.50
2025-07-05T00:08:11Z,124.55
2025-07-05T00:08:12Z,124.60
2025-07-05T00:08:13Z,124.65
2025-07-05T00:08:14Z,124.70
2025-07-05T00:08:15Z,124.75
2025-07-05T00:08:16Z,124.80
2025-07-05T00:08:17Z,124.85
2025-07-05T00:08:18Z,124.90
2025-07-05T00:08:19Z,124.95
2025-07-05T00:08:20Z,125.00
2025-07-05T00:08:21Z,125.05
2025-07-05T00:08:22Z,125.10
2025-07-05T00:08:23Z,125.15
2025-07-05T00:08:24Z,125.20
2025-07-05T00:08:25Z,125.25
2025-07-05T00:08:26Z,125.30
2025-07-05T00:08:27Z,125.35
2025-07-05T00:08:28Z,125.40
2025-07-05T00:08:29Z,125.45
2025-07-05T00:08:30Z,125.50
2025-07-05T00:08:31Z,125.55
2025-07-05T00:08:32Z,125.60
2025-07-05T00:08:33Z,125.65
2025-07-05T00:08:34Z,125.70
2025-07-05T00:08:35Z,125.75
2025-07-05T00:08:36Z,125.80
2025-07-05T00:08:37Z,125.85
2025-07-05T00:08:38Z,125.90
2025-07-05T00:08:39Z,125.95
2025-07-05T00:08:40Z,126.00
2025-07-05T00:08:41Z,126.05
2025-07-05T00:08:42Z,126.10
2025-07-05T00:08:43Z,126.15
2025-07-05T00:08:44Z,126.20
2025-07-05T00:08:45Z,126.25
2025-07-05T00:08:46Z,126.30
2025-07-05T00:08:47Z,126.35
2025-07-05T00:08:48Z,126.40
2025-07-05T00:08:49Z,126.45
2025-07-05T00:08:50Z,126.50
2025-07-05T00:08:51Z,126.55
2025-07-05T00:08:52Z,126.60
2025-07-05T00:08:53Z,126.65
2025-07-05T00:08:54Z,126.70
2025-07-05T00:08:55Z,126.75
2025-07-05T00:08:56Z,126.80
2025-07-05T00:08:57Z,126.85
2025-07-05T00:08:58Z,126.90
2025-07-05T00:08:59Z,126.95
2025-07-05T00:09:00Z,127.00
2025-07-05T00:09:01Z,127.05
2025-07-05T00:09:02Z,127.10
2025-07-05T00:09:03Z,127.15
2025-07-05T00:09:04Z,127.20
2025-07-05T00:09:05Z,127.25
2025-07-05T00:09:06Z,127.30
2025-07-05T00:09:07Z,127.35
2025-07-05T00:09:08Z,127.40
2025-07-05T00:09:09Z,127.45
2025-07-05T00:09:10Z,127.50
2025-07-05T00:09:11Z,127.55
2025-07-05T00:09:12Z,127.60
2025-07-05T00:09:13Z,127.65
2025-07-05T00:09:14Z,127.70
2025-07-05T00:09:15Z,127.75
2025-07-05T00:09:16Z,127.80
2025-07-05T00:09:17Z,127.85
2025-07-05T00:09:18Z,127.90
2025-07-05T00:09:19Z,127.95
2025-07-05T00:09:20Z,128.00
2025-07-05T00:09:21Z,128.05
2025-07-05T00:09:22Z,128.10
2025-07-05T00:09:23Z,128.15
2025-07-05T00:09:24Z,128.20
2025-07-05T00:09:25Z,128.25
2025-07-05T00:09:26Z,128.30
2025-07-05T00:09:27Z,128.35
2025-07-05T00:09:28Z,128.40
2025-07-05T00:09:29Z,128.45
2025-07-05T00:09:30Z,128.50
2025-07-05T00:09:31Z,128.55
2025-07-05T00:09:32Z,128.60
2025-07-05T00:09:33Z,128.65
2025-07-05T00:09:34Z,128.70
2025-07-05T00:09:35Z,128.75
2025-07-05T00:09:36Z,128.80
2025-07-05T00:09:37Z,128.85
2025-07-05T00:09:38Z,128.90
2025-07-05T00:09:39Z,128.95
2025-07-05T00:09:40Z,129.00
2025-07-05T00:09:41Z,129.05
2025-07-05T00:09:42Z,129.10
2025-07-05T00:09:43Z,129.15
2025-07-05T00:09:44Z,129.20
2025-07-05T00:09:45Z,129.25
2025-07-05T00:09:46Z,129.30
2025-07-05T00:09:47Z,129.35
2025-07-05T00:09:48Z,129.40
2025-07-05T00:09:49Z,129.45
2025-07-05T00:09:50Z,129.50
2025-07-05T00:09:51Z,129.55
2025-07-05T00:09:52Z,129.60
2025-07-05T00:09:53Z,129.65
2025-07-05T00:09:54Z,129.70
2025-07-05T00:09:55Z,129.75
2025-07-05T00:09:56Z,129.80
2025-07-05T00:09:57Z,129.85
2025-07-05T00:09:58Z,129.90
2025-07-05T00:09:59Z,129.95
2025-07-05T00:10:00Z,130.00
2025-07-05T00:10:01Z,130.05
2025-07-05T00:10:02Z,130.10
2025-07-05T00:10:03Z,130.15
2025-07-05T00:10:04Z,130.20
2025-07-05T00:10:05Z,130.25
2025-07-05T00:10:06Z,130.30
2025-07-05T00:10:07Z,130.35
2025-07-05T00:10:08Z,130.40
2025-07-05T00:10:09Z,130.45
2025-07-05T00:10:10Z,130.50
2025-07-05T00:10:11Z,130.55
2025-07-05T00:10:12Z,130.60
2025-07-05T00:10:13Z,130.65
2025-07-05T00:10:14Z,130.70
2025-07-05T00:10:15Z,130.75
2025-07-05T00:10:16Z,130.80
2025-07-05T00:10:17Z,130.85
2025-07-05T00:10:18Z,130.90
2025-07-05T00:10:19Z,130.95
2025-07-05T00:10:20Z,131.00
2025-07-05T00:10:21Z,131.05
2025-07-05T00:10:22Z,131.10
2025-07-05T00:10:23Z,131.15
2025-07-05T00:10:24Z,131.20
2025-07-05T00:10:25Z,131.25
2025-07-05T00:10:26Z,131.30
2025-07-05T00:10:27Z,131.35
2025-07-05T00:10:28Z,131.40
2025-07-05T00:10:29Z,131.45
2025-07-05T00:10:30Z,131.50
2025-07-05T00:10:31Z,131.55
2025-07-05T00:10:32Z,131.60
2025-07-05T00:10:33Z,131.65
2025-07-05T00:10:34Z,131.70
2025-07-05T00:10:35Z,131.75
2025-07-05T00:10:36Z,131.80
2025-07-05T00:10:37Z,131.85
2025-07-05T00:10:38Z,131.90
2025-07-05T00:10:39Z,131.95
2025-07-05T00:10:40Z,132.00
2025-07-05T00:10:41Z,132.05
2025-07-05T00:10:42Z,132.10
2025-07-05T00:10:43Z,132.15
2025-07-05T00:10:44Z,132.20
2025-07-05T00:10:45Z,132.25
2025-07-05T00:10:46Z,132.30
2025-07-05T00:10:47Z,132.35
2025-07-05T00:10:48Z,132.40
2025-07-05T00:10:49Z,132.45
2025-07-05T00:10:50Z,132.50
2025-07-05T00:10:51Z,132.55
2025-07-05T00:10:52Z,132.60
2025-07-05T00:10:53Z,132.65
2025-07-05T00:10:54Z,132.70
2025-07-05T00:10:55Z,132.75
2025-07-05T00:10:56Z,132.80
2025-07-05T00:10:57Z,132.85
2025-07-05T00:10:58Z,132.90
2025-07-05T00:10:59Z,132.95
2025-07-05T00:11:00Z,133.00
2025-07-05T00:11:01Z,133.05
2025-07-05T00:11:02Z,133.10
2025-07-05T00:11:03Z,133.15
2025-07-05T00:11:04Z,133.20
2025-07-05T00:11:05Z,133.25
2025-07-05T00:11:06Z,133.30
2025-07-05T00:11:07Z,133.35
2025-07-05T00:11:08Z,133.40
2025-07-05T00:11:09Z,133.45
2025-07-05T00:11:10Z,133.50
2025-07-05T00:11:11Z,133.55
2025-07-05T00:11:12Z,133.60
2025-07-05T00:11:13Z,133.65
2025-07-05T00:11:14Z,133.70
2025-07-05T00:11:15Z,133.75
2025-07-05T00:11:16Z,133.80
2025-07-05T00:11:17Z,133.85
2025-07-05T00:11:18Z,133.90
2025-07-05T00:11:19Z,133.95
2025-07-05T00:11:20Z,134.00
2025-07-05T00:11:21Z,134.05
2025-07-05T00:11:22Z,134.10
2025-07-05T00:11:23Z,134.15
2025-07-05T00:11:24Z,134.20
2025-07-05T00:11:25Z,134.25
2025-07-05T00:11:26Z,134.30
2025-07-05T00:11:27Z,134.35
2025-07-05T00:11:28Z,134.40
2025-07-05T00:11:29Z,134.45
2025-07-05T00:11:30Z,134.50
2025-07-05T00:11:31Z,134.55
2025-07-05T00:11:32Z,134.60
2025-07-05T00:11:33Z,134.65
2025-07-05T00:11:34Z,134.70
2025-07-05T00:11:35Z,134.75
2025-07-05T00:11:36Z,134.80
2025-07-05T00:11:37Z,134.85
2025-07-05T00:11:38Z,134.90
2025-07-05T00:11:39Z,134.95
2025-07-05T00:11:40Z,135.00
2025-07-05T00:11:41Z,135.05
2025-07-05T00:11:42Z,135.10
2025-07-05T00:11:43Z,135.15
2025-07-05T00:11:44Z,135.20
2025-07-05T00:11:45Z,135.25
2025-07-05T00:11:46Z,135.30
2025-07-05T00:11:47Z,135.35
2025-07-05T00:11:48Z,135.40
2025-07-05T00:11:49Z,135.45
2025-07-05T00:11:50Z,135.50
2025-07-05T00:11:51Z,135.55
2025-07-05T00:11:52Z,135.60
2025-07-05T00:11:53Z,135.65
2025-07-05T00:11:54Z,135.70
2025-07-05T00:11:55Z,135.75
2025-07-05T00:11:56Z,135.80
2025-07-05T00:11:57Z,135.85
2025-07-05T00:11:58Z,135.90
2025-07-05T00:11:59Z,135.95
2025-07-05T00:12:00Z,136.00
2025-07-05T00:12:01Z,136.05
2025-07-05T00:12:02Z,136.10
2025-07-05T00:12:03Z,136.15
2025-07-05T00:12:04Z,136.20
2025-07-05T00:12:05Z,136.25
2025-07-05T00:12:06Z,136.30
2025-07-05T00:12:07Z,136.35
2025-07-05T00:12:08Z,136.40
2025-07-05T00:12:09Z,136.45
2025-07-05T00:12:10Z,136.50
2025-07-05T00:12:11Z,136.55
2025-07-05T00:12:12Z,136.60
2025-07-05T00:12:13Z,136.65
2025-07-05T00:12:14Z,136.70
2025-07-05T00:12:15Z,136.75
